TransactionID,Items
355,"cereal,cola,beef,tea,bread,peanut_butter,chocolate,beer"
356,"diaper,napkin,butter,chocolate"
357,"carrot,beer"
358,"bread,milk,cereal"
359,"garlic,jam"
360,"milk,chocolate,apple,bread"
361,"eggs,bread,garlic"
362,"soap,cereal"
363,"sugar,apple,tea,bread"
364,chocolate
365,"soap,beef,beer"
366,"eggs,chips,milk,lettuce"
367,"yogurt,shampoo,milk"
368,"bread,beer"
369,"bread,chips,milk"
370,"rice,flour,peanut_butter,bread"
371,"apple,milk,eggs"
372,"milk,bread"
373,"diaper,chips"
374,"oil,bread"
375,"banana,milk"
376,"eggs,cola,milk"
377,garlic
378,"carrot,bread,diaper"
379,"eggs,water"
380,"eggs,cola,sugar,beer"
381,"rice,chicken,diaper,apple"
382,"apple,bread"
383,"chicken,milk,vinegar"
384,"bread,peanut_butter,diaper,cheese"
385,"onion,chicken"
386,"cola,eggs"
387,bread
388,"eggs,beer"
389,"cola,milk,chips,bread"
390,"pasta,milk,diaper,tea,cola,cereal,orange"
391,"shampoo,ketchup,banana"
392,"rice,shampoo,bread,eggs"
393,"butter,beef,banana,cereal,bread,chocolate"
394,"sugar,bread,shampoo"
395,"bread,milk,toothpaste,beer"
396,"juice,oil,rice,bread"
397,"bread,milk"
398,"cola,milk,bread,cookies"
399,"diaper,beef"
400,"chocolate,toothpaste,chips,bread"
401,"apple,milk"
402,"milk,bread,toothpaste,diaper,spinach"
403,"milk,bread,shampoo,diaper"
404,"orange,tomato,yogurt,milk,cereal,diaper,beer"
405,"eggs,bread"
406,"spinach,toothpaste,bread"
407,"banana,milk,soap,cola"
408,"bread,beer,cereal"
409,"bread,apple,spinach,diaper"
410,"napkin,eggs,bread,carrot,milk,chocolate"
411,"bread,apple,cola,rice,onion,cookies"
412,"water,bread"
413,"almond_milk,diaper,eggs,onion,carrot,watermelon"
414,"bread,apple,mayonnaise,milk"
415,"cola,eggs,onion,salt,bread"
416,"milk,bread,rice"
417,"apple,chicken,bread,salt"
418,"tea,cola,bread,soap"
419,milk
420,"milk,chicken"
421,"milk,rice,bread,soap,toothpaste"
422,"diaper,eggs"
423,"toothpaste,milk,bread,juice"
424,"bread,pasta"
425,"beer,apple,eggs,cola"
426,"bread,milk,chicken,napkin"
427,"beer,toothpaste"
428,"apple,bread"
429,"eggs,apple,bread"
430,"cola,bread"
431,"banana,bread"
432,"yogurt,beer,cola"
433,"bread,beer,yogurt"
434,"diaper,orange,pasta,banana"
435,diaper
436,"soy_sauce,onion"
437,"spinach,bread"
438,"beef,ketchup"
439,"beer,soy_sauce,diaper,oil"
440,"diaper,shampoo,soap,cola"
441,cola
442,"milk,bread"
443,"cola,tea,milk"
444,"milk,onion"
445,"bread,yogurt,beer,beef"
446,"bread,banana"
447,"bread,pasta,diaper,milk"
448,"flour,bread"
449,"milk,orange,rice"
450,"banana,shampoo"
451,"milk,bread"
452,"bread,milk,potato"
453,"cookies,chips,beer,eggs,peanut_butter"
454,"shampoo,butter,milk,beer,bread,diaper"
455,"eggs,salt,milk,cereal"
456,"cookies,apple,cucumber,bread"
457,"bread,chocolate"
458,"sugar,bread,rice,milk,shampoo"
459,"napkin,bread,chicken,rice"
460,"eggs,oil,milk"
461,"bread,onion,carrot,almond_milk,eggs,milk"
462,"bread,cookies,apple,beef"
463,"cola,diaper,milk"
464,"eggs,bread,ketchup"
465,"sugar,cookies,diaper"
466,"apple,bread"
467,"onion,banana"
468,"bread,milk,diaper"
469,"eggs,soap,shampoo,milk,tea"
470,"chocolate,eggs,bread,cheese,cereal"
471,"cola,chocolate,bread,sugar,garlic"
472,"chicken,beer,sugar,milk"
473,"bread,eggs,diaper,chips"
474,"chips,eggs,bread"
475,"bread,cola,milk"
476,"bread,orange,shampoo,yogurt,cookies"
477,"bread,cola"
478,"milk,diaper,apple"
479,"milk,shampoo,sugar,soap,flour,chicken,bread,diaper"
480,bread
481,"beer,butter,apple"
482,"bread,cola,oil"
483,"eggs,bread,watermelon,honey"
484,"bread,spinach,milk"
485,"banana,chicken,cereal,diaper,bread,milk"
486,"diaper,honey,milk,chicken,bread"
487,"rice,eggs,peanut_butter,bread,beer,coffee,diaper,beef"
488,"diaper,beef,bread,milk,soy_sauce,eggs"
489,"beer,shampoo,soap,bread,chips,cheese"
490,"bread,cereal,chocolate"
491,"milk,bread"
492,"milk,bread"
493,"apple,beer,bread"
494,"bread,banana,milk"
495,"milk,diaper,bread"
496,"nuts,ketchup,apple,bread,diaper"
497,"eggs,bread"
498,"beer,eggs,bread"
499,"milk,chips"
500,"bread,milk"
501,"milk,chips,yogurt,diaper,orange"
502,"peanut_butter,bread,milk,potato"
503,"carrot,cucumber"
504,"toothpaste,eggs"
505,"milk,diaper,orange"
506,"bread,apple,banana"
507,"shampoo,apple,tomato"
508,"cereal,beer,milk"
509,"orange,cheese,beer,eggs"
510,"milk,soap,cereal,cheese"
511,"vinegar,eggs"
512,"eggs,juice,toothpaste"
513,"cheese,diaper,honey"
514,"chocolate,bread,beef"
515,"diaper,chocolate,bread,mayonnaise"
516,"diaper,chicken,carrot,beer"
517,milk
518,"cola,banana,apple"
519,"diaper,beef,banana"
520,"diaper,bread"
521,"carrot,bread,garlic"
522,"milk,beer"
523,eggs
524,"toothpaste,milk"
525,"bread,salt,chocolate,shampoo"
526,"milk,bread,apple,lettuce,diaper"
527,"beer,bread,chips"
528,"diaper,toothpaste,bread"
529,"yogurt,bread,oil"
530,"milk,beer"
531,"flour,cola"
532,"banana,chips,diaper"
533,"chips,orange,toothpaste,milk"
534,bread
535,"bread,toothpaste"
536,"beer,bread,diaper"
537,"chocolate,toothpaste"
538,"almond_milk,apple,eggs,bread"
539,"beer,bread"
540,"bread,orange"
541,"eggs,shampoo,beer,sugar,bread"
542,chicken
543,"milk,cola"
544,"beer,pasta"
545,"apple,bread,beef"
546,"diaper,tea,bread,cereal,apple"
547,"bread,coffee,pasta,milk,almond_milk,beer,diaper,orange"
548,"soy_sauce,beef,milk"
549,"banana,diaper,cereal,chocolate,bread"
550,bread
551,"diaper,milk"
552,"milk,toothpaste"
553,"flour,mayonnaise"
554,"bread,carrot,butter,juice"
555,"oil,bread,milk,cereal,tea,chicken,shampoo"
556,"banana,milk,beer"
557,"chocolate,napkin,bread"
558,"milk,onion,diaper"
559,"milk,bread,beef,rice,beer,soap"
560,"bread,cola"
561,"bread,milk,tea"
562,"banana,apple"
563,"diaper,shampoo,bread"
564,"butter,beer"
565,"flour,beer"
566,lettuce
567,"shampoo,bread"
568,"bread,spinach,milk,soap"
569,"diaper,nuts"
570,"diaper,milk"
571,"milk,soap,toothpaste,bread"
572,"bread,milk,shampoo"
573,toothpaste
574,"vinegar,beer,bread,diaper"
575,"bread,milk,water"
576,"chicken,bread,soy_sauce"
577,"bread,chocolate,beer"
578,"chips,bread,beer,shampoo"
579,"bread,chicken,banana,diaper"
580,"milk,bread,apple,banana,chips"
581,"toothpaste,sugar,soap,milk"
582,"cola,pasta,milk"
583,"honey,tomato"
584,"bread,eggs,banana"
585,"ketchup,vinegar,onion"
586,"flour,apple"
587,"shampoo,chicken,tomato"
588,"bread,milk"
589,"cheese,eggs"
590,"eggs,beer,toothpaste,bread"
591,"chips,milk"
592,"bread,yogurt,cola"
593,"chocolate,coffee,shampoo"
594,"toothpaste,rice"
595,"bread,beer,chips"
596,pasta
597,"cereal,toothpaste"
598,"tomato,cola"
599,"cereal,bread,butter"
600,"water,beef"
601,yogurt
602,"bread,cereal"
603,"bread,beer,diaper"
604,"apple,diaper,milk"
605,"apple,rice"
606,"cola,bread"
607,"milk,eggs,diaper,bread,spinach"
608,"apple,cookies,pasta,beer,milk"
609,"cereal,milk,bread"
610,"eggs,honey,bread"
611,"ketchup,tomato,bread,eggs,milk"
612,"milk,apple,bread"
613,"chips,eggs"
614,"eggs,beef,bread"
615,"chicken,milk,bread,beer,diaper"
616,"napkin,tomato,bread,soap,salt"
617,"bread,cola,milk,eggs"
618,"almond_milk,cereal"
619,"juice,honey"
620,"toothpaste,diaper,peanut_butter"
621,bread
622,"bread,apple,beer,carrot,milk"
623,"milk,yogurt"
624,"rice,milk,bread"
625,"butter,banana"
626,"bread,eggs"
627,"cola,carrot,bread"
628,"milk,bread"
629,"shampoo,tea"
630,"bread,coffee,milk"
631,"diaper,cola"
632,"milk,vinegar,bread,diaper"
633,"pasta,milk,beer"
634,"bread,coffee,mayonnaise"
635,"diaper,chocolate,banana,milk"
636,"bread,nuts,beer"
637,"tea,milk,bread,beer,apple"
638,"diaper,bread,shampoo"
639,"milk,water"
640,chips
641,"milk,beer"
642,"bread,milk"
643,"water,cola"
644,"yogurt,cheese,vinegar,butter"
645,"cola,eggs,cookies"
646,"diaper,bread,milk"
647,"honey,butter"
648,"soy_sauce,cola"
649,"almond_milk,peanut_butter,bread,soap"
650,"orange,juice"
651,"almond_milk,bread"
652,"cheese,diaper,coffee,sugar,bread"
653,"yogurt,toothpaste,cookies"
654,toothpaste
655,"apple,bread,vinegar,water,eggs"
656,"eggs,bread"
657,"bread,cola"
658,juice
659,"bread,cereal"
660,"sugar,milk,bread,banana,juice,beef"
661,"flour,lettuce,diaper,garlic"
662,"milk,bread"
663,"potato,cheese"
664,"chocolate,bread,cucumber,toothpaste,spinach,butter,milk"
665,"bread,milk,shampoo"
666,"rice,potato"
667,"diaper,soy_sauce,carrot,bread,banana,juice"
668,"bread,apple,onion,pasta,milk,mayonnaise"
669,"water,bread"
670,"chocolate,water,beer,milk"
671,"bread,milk"
672,"bread,diaper"
673,"cucumber,water,eggs,diaper"
674,"bread,eggs,flour"
675,"shampoo,bread,sugar"
676,"milk,tomato"
677,"bread,diaper"
678,"apple,honey,bread,banana"
679,"eggs,bread,garlic"
680,"bread,toothpaste"
681,"rice,milk"
682,apple
683,"bread,diaper,beer,milk,soap"
684,"bread,milk"
685,"sugar,milk"
686,"eggs,soap,bread"
687,"bread,water,diaper"
688,"milk,eggs"
689,"bread,chicken"
690,"bread,diaper,cola,cucumber"
691,"apple,sugar,orange"
692,"cola,oil,eggs"
693,"eggs,bread,nuts,cereal"
694,"yogurt,shampoo,chips,bread,chicken"
695,"peanut_butter,yogurt,bread,beer,vinegar,almond_milk,chips"
696,"milk,cookies,bread,diaper"
697,"milk,beer"
698,"butter,chips,cola,beer"
699,"banana,chicken"
700,"watermelon,apple,bread,milk,cola,diaper"
701,"diaper,eggs,chips"
702,milk
703,"chips,toothpaste"
704,jam
705,"milk,pasta"
706,"honey,bread,orange,milk,eggs"
707,"bread,oil,peanut_butter"
708,"tea,milk,beer"
709,"bread,tea,pasta"
710,"oil,tea,cola,bread"
711,"eggs,bread"
712,"napkin,bread,coffee"
713,"beer,juice"
714,"milk,tea,eggs,chocolate"
715,"bread,diaper"
716,"bread,oil,banana"
717,"bread,jam"
718,"shampoo,milk,diaper,bread"
719,"carrot,flour,chocolate"
720,"milk,beer,bread,butter"
721,"bread,cookies,chocolate,banana"
722,milk
723,"milk,cucumber,chocolate,beer,diaper"
724,"milk,eggs"
725,"tea,diaper,bread,cola"
726,"sugar,diaper,chocolate,chips"
727,bread
728,"chocolate,flour,milk,cereal,jam,bread,beef"
729,"yogurt,banana,soap,shampoo"
730,"soap,almond_milk,milk,beer"
731,"bread,cereal,apple"
732,"rice,milk"
733,"butter,nuts,shampoo"
734,"sugar,napkin"
735,bread
736,"yogurt,chicken"
737,"shampoo,diaper"
738,"diaper,pasta"
739,"butter,milk"
740,"milk,salt"
741,"oil,banana,garlic"
742,"jam,eggs"
743,"diaper,milk,bread,salt"
744,"beer,apple"
745,"beer,milk,cereal,butter,eggs,chocolate"
746,"chocolate,bread"
747,"chicken,bread"
748,"eggs,chicken,bread,chips"
749,"diaper,carrot,bread"
750,"diaper,bread"
751,"coffee,bread"
752,"chips,milk,toothpaste,diaper"
753,"diaper,banana"
754,"tea,milk"
755,"rice,banana"
756,"jam,soy_sauce"
757,"honey,diaper"
758,"potato,juice"
759,"milk,rice,bread"
760,"banana,bread,diaper,chocolate"
761,napkin
762,"cola,bread"
763,"soap,bread,toothpaste,beer,diaper,apple,eggs"
764,"toothpaste,chocolate"
765,soap
766,"chips,bread"
767,"bread,cereal"
768,"bread,milk"
769,"bread,toothpaste,milk"
770,eggs
771,"spinach,milk"
772,shampoo
773,"coffee,soap,bread,cola,rice"
774,milk
775,"milk,eggs,bread,yogurt"
776,"bread,chicken,salt"
777,"bread,diaper,beer,chips"
778,"bread,orange,diaper,carrot"
779,"diaper,salt"
780,"chocolate,cheese,bread,toothpaste"
781,"garlic,bread"
782,"banana,yogurt,shampoo"
783,diaper
784,shampoo
785,"peanut_butter,bread,juice,beer"
786,milk
787,"toothpaste,shampoo"
788,"banana,apple,ketchup,soap"
789,"cola,toothpaste"
790,"soap,milk"
791,"shampoo,diaper"
792,"apple,vinegar,bread,chocolate"
793,"salt,oil,bread,eggs,milk"
794,"bread,milk,chocolate,diaper,beer,yogurt"
795,"salt,beer,bread"
796,"soap,bread,beer"
797,"bread,chips"
798,"milk,cola,bread,shampoo"
799,"diaper,bread,milk,beer,apple,chips,eggs"
800,"cereal,bread,chicken"
801,"tea,carrot"
802,"cola,toothpaste"
803,bread
804,cereal
805,"chips,bread"
806,"diaper,beer,butter,cereal,bread"
807,"coffee,banana,beef,beer,soap,tomato"
808,"eggs,cola"
809,onion
810,"eggs,cola,juice,bread,banana"
811,"bread,diaper,banana,water"
812,"diaper,ketchup,juice"
813,"milk,carrot,cucumber,beer"
814,"beer,toothpaste"
815,"milk,toothpaste,flour,cereal"
816,"chocolate,bread,chips,milk,diaper,shampoo"
817,"chocolate,lettuce,eggs,toothpaste,milk,bread,diaper"
818,"soap,beer,pasta"
819,"milk,sugar,yogurt,cola,bread"
820,"soap,bread"
821,"bread,milk,sugar"
822,"milk,chicken,bread,orange"
823,"oil,pasta"
824,"pasta,apple,milk,butter,cheese"
825,"soap,watermelon"
826,"lettuce,peanut_butter,milk"
827,"bread,milk,chips"
828,"oil,tea,cookies,toothpaste"
829,"chicken,apple,banana,beef"
830,"milk,bread,shampoo,cola,diaper"
831,"apple,bread,banana"
832,"milk,cereal"
833,"bread,milk"
834,"spinach,chips"
835,"eggs,apple,diaper,butter"
836,bread
837,"eggs,beer"
838,bread
839,"diaper,bread"
840,"cola,almond_milk,tea,ketchup"
841,soap
842,"nuts,chips"
843,"shampoo,milk,juice,garlic,diaper,cola"
844,"tea,diaper,yogurt,beer,bread,honey"
845,"cola,potato"
846,"tomato,cola"
847,bread
848,"beef,oil,beer,bread"
849,"toothpaste,peanut_butter,beef"
850,"garlic,pasta,bread,beer"
851,bread
852,"apple,milk"
853,"chocolate,beer,bread"
854,"cola,chocolate,chips,chicken"
855,"toothpaste,bread,spinach"
856,"butter,milk"
857,"beef,beer"
858,"soap,eggs,cola"
859,"diaper,cheese"
860,"lettuce,bread,shampoo"
861,"cheese,rice,diaper,potato,apple"
862,"bread,banana"
863,"potato,milk,pasta"
864,"diaper,beer,chocolate,cola,bread"
865,"bread,yogurt,salt"
866,"soy_sauce,beer,apple,milk,bread"
867,"eggs,milk,bread,soap"
868,"chips,honey"
869,"beer,chips"
870,"banana,apple"
871,"milk,beer,bread"
872,"bread,pasta"
873,"sugar,bread,rice"
874,"beer,diaper,milk,apple,bread"
875,"sugar,flour,bread,cola"
876,"water,bread"
877,"bread,eggs"
878,banana
879,"banana,nuts,apple"
880,"almond_milk,eggs,beef"
881,"milk,beef,rice"
882,"eggs,cola"
883,"eggs,soap,sugar"
884,"chips,bread,cola,beer"
885,"soap,cucumber,rice,eggs,diaper,bread"
886,"bread,diaper"
887,"nuts,diaper"
888,"beer,bread,ketchup"
889,"toothpaste,cola"
890,"coffee,milk,cola,bread,soap"
891,"soap,coffee,cola"
892,"nuts,cola,diaper"
893,"eggs,chips,bread"
894,"bread,chocolate"
895,"bread,diaper"
896,"bread,milk,orange,cereal"
897,"eggs,bread"
898,"bread,apple,chocolate"
899,apple
900,"milk,bread"
901,"banana,apple,bread,cereal,soap,milk"
902,"soy_sauce,oil,bread"
903,"banana,cheese,tea,bread,soap"
904,"rice,diaper"
905,"banana,milk,diaper"
906,"bread,flour"
907,"beer,bread"
908,"chips,bread,butter"
909,"bread,eggs"
910,"tea,honey,beef,chocolate"
911,"diaper,bread,cola"
912,"yogurt,cheese"
913,"banana,pasta,chicken"
914,"bread,eggs,milk"
915,"milk,napkin,beer,bread,cereal"
916,"banana,bread,soap"
917,"milk,diaper,bread,soap"
918,"salt,beer"
919,"milk,shampoo,chicken"
920,"butter,eggs,diaper"
921,"milk,diaper"
922,"rice,salt,soap,pasta"
923,"toothpaste,bread"
924,"diaper,apple,toothpaste"
925,"bread,carrot"
926,"watermelon,beer"
927,bread
928,diaper
929,"chips,cola,cereal,banana,potato,orange,chocolate,beer"
930,"soap,yogurt"
931,"bread,banana"
932,"milk,bread"
933,bread
934,"butter,diaper,banana,cola,rice,bread"
935,"tea,cookies"
936,"carrot,milk"
937,"bread,spinach,apple,milk"
938,"bread,milk"
939,"yogurt,lettuce,napkin,orange,apple,toothpaste"
940,"apple,beef,chicken,lettuce,beer,banana"
941,bread
942,"chocolate,soy_sauce"
943,"milk,tomato,cola"
944,coffee
945,"bread,shampoo"
946,"bread,spinach,eggs,diaper,jam"
947,"potato,shampoo"
